id,production_location,production_location2,sale_location,sale_location2,types_of_sampling,food_category,adulterant_category,adulterant,food_specifications_model_list,mandate_level,manufacturer_type,sampled_location_type,grade
1991,四川省,成都市,四川省,成都市,Same Place,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,1
4388,河北省,邢台市,四川省,攀枝花市,Off-site,pastry,Food additive,脱氢乙酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Provincially Mandated,manufacturer,restaurant,2
6159,广东省,江门市,浙江省,宁波市,Off-site,condiment,Food additive,防腐剂各自用量占其最大使用量比例之和,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
6488,河南省,周口市,河南省,周口市,Same Place,condiment,Specification,总酸,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
8167,江苏省,徐州市,河南省,商丘市,Off-site,fruit and fruit product,Food additive,甜蜜素,Pre-packaged,Nationally Mandated,manufacturer,wet market/wholesale market,0
6513,山西省,太原市,山西省,太原市,Same Place,nut and nut product,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
2718,河南省,开封市,河南省,驻马店市,Off-site,convenience food,Microbial contamination,菌落总数,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
723,河南省,新乡市,河南省,新乡市,Same Place,alcohol,Specification,甲醇,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
4603,江苏省,南通市,江苏省,南通市,Same Place,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
254,四川省,绵阳市,四川省,绵阳市,Same Place,cereal and cereal product,Toxin,脱氧雪腐镰刀菌烯醇,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
3736,江苏省,徐州市,江苏省,徐州市,Same Place,pastry,Microbial contamination,霉菌,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
8996,湖北省,十堰市,湖北省,十堰市,Same Place,vegetable and vegetable product,Food additive,脱氢乙酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Provincially Mandated,manufacturer,manufacturer,0
4786,湖北省,襄阳市,湖北省,襄阳市,Same Place,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
1872,江苏省,苏州市,浙江省,宁波市,Off-site,meat and meat product,Environmental contaminant,铬,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
5093,湖南省,长沙市,湖南省,长沙市,Same Place,aquatic product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
4532,广西壮族自治区,玉林市,广西壮族自治区,玉林市,Same Place,pastry,Food additive,脱氢乙酸;三氯蔗糖,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
4576,广东省,中山市,广东省,中山市,Same Place,pastry,Specification,脂肪,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
6725,河南省,洛阳市,河南省,洛阳市,Same Place,nut and nut product,Specification,霉菌;过氧化值,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7479,贵州省,铜仁市,贵州省,铜仁市,Same Place,"edible oil, fat and their product",Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
1616,贵州省,贵阳市,贵州省,贵阳市,Same Place,alcohol,Specification,氰化物,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
5304,吉林省,辽源市,吉林省,辽源市,Same Place,aquatic product,Specification,氮,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
8987,湖北省,荆门市,湖北省,荆门市,Same Place,vegetable and vegetable product,Food additive,甜蜜素;二氧化硫,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2751,河南省,焦作市,河南省,许昌市,Off-site,convenience food,Microbial contamination,菌落总数;霉菌,Pre-packaged,Nationally Mandated,manufacturer,wholesale market,1
3189,山东省,聊城市,四川省,成都市,Off-site,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7060,湖北省,黄冈市,湖北省,黄冈市,Same Place,nut and nut product,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
8121,广东省,云浮市,广东省,广州市,Off-site,fruit and fruit product,Specification,水分,Pre-packaged,Provincially Mandated,manufacturer,wholesale market,0
7579,安徽省,安庆市,安徽省,安庆市,Same Place,"edible oil, fat and their product",Specification,溶剂残留,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
7169,江苏省,南京市,山东省,枣庄市,Off-site,nut and nut product,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
6692,江苏省,无锡市,江苏省,无锡市,Same Place,nut and nut product,Specification,过氧化值,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7208,山西省,大同市,山西省,大同市,Same Place,nut and nut product,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
6514,陕西省,西安市,陕西省,咸阳市,Off-site,nut and nut product,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,wholesale market,0
1324,辽宁省,铁岭市,辽宁省,铁岭市,Same Place,alcohol,Specification,酒精度,Bulk weighing,Provincially Mandated,wholesale/retail,wholesale/retail,0
8459,山东省,潍坊市,山东省,潍坊市,Same Place,vegetable and vegetable product,Food additive,苯甲酸;甜蜜素,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
9007,贵州省,黔南布依族苗族自治州,贵州省,黔南布依族苗族自治州,Same Place,vegetable and vegetable product,Environmental contaminant,总砷,Pre-packaged,Provincially Mandated,manufacturer,online store,0
6653,江苏省,扬州市,江苏省,扬州市,Same Place,nut and nut product,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1402,浙江省,湖州市,浙江省,温州市,Off-site,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7534,四川省,自贡市,四川省,自贡市,Same Place,"edible oil, fat and their product",Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
3832,广东省,佛山市,广东省,佛山市,Same Place,pastry,Microbial contamination,霉菌,Pre-packaged,Nationally Mandated,manufacturer,wet market/wholesale market,0
408,河南省,信阳市,河南省,周口市,Off-site,cereal and cereal product,Food additive,二氧化硫,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
4365,福建省,福州市,四川省,绵阳市,Off-site,pastry,Food additive,脱氢乙酸,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
3474,广东省,江门市,广东省,江门市,Same Place,pastry,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,1
8251,黑龙江省,牡丹江市,黑龙江省,牡丹江市,Same Place,vegetable and vegetable product,Food additive,苯甲酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
5234,广东省,揭阳市,山东省,东营市,Off-site,aquatic product,Environmental contaminant,N-二甲基亚硝胺,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,1
2230,江苏省,镇江市,江苏省,镇江市,Same Place,meat and meat product,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Provincially Mandated,restaurant,restaurant,3
439,江苏省,徐州市,江苏省,徐州市,Same Place,cereal and cereal product,Toxin,脱氧雪腐镰刀菌烯醇,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
3777,广东省,佛山市,广东省,广州市,Off-site,pastry,Microbial contamination,霉菌,Pre-packaged,Nationally Mandated,manufacturer,wholesale market,0
6149,内蒙古自治区,鄂尔多斯市,内蒙古自治区,鄂尔多斯市,Same Place,condiment,Food additive,二氧化硫,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
2345,广东省,广州市,广东省,广州市,Same Place,meat and meat product,Food additive,山梨酸,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
2221,四川省,达州市,四川省,达州市,Same Place,meat and meat product,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,3
8844,甘肃省,酒泉市,甘肃省,酒泉市,Same Place,vegetable and vegetable product,Microbial contamination,菌落总数;霉菌与酵母;总灰分,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
8513,山东省,威海市,山东省,威海市,Same Place,vegetable and vegetable product,Pesticide and veterinary drug,毒死蜱,Bulk weighing,Provincially Mandated,eatery,other supermarket/convenience store,0
4442,四川省,成都市,四川省,成都市,Same Place,pastry,Food additive,脱氢乙酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7361,贵州省,贵阳市,贵州省,贵阳市,Same Place,"edible oil, fat and their product",Environmental contaminant,苯并[a]芘,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
936,广东省,揭阳市,广东省,潮州市,Off-site,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1074,广东省,佛山市,广东省,佛山市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
2276,湖南省,常德市,湖南省,常德市,Same Place,meat and meat product,Environmental contaminant,铅,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
7912,浙江省,杭州市,浙江省,丽水市,Off-site,fruit and fruit product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,wholesale market,0
1351,四川省,德阳市,四川省,德阳市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1749,广东省,揭阳市,广东省,揭阳市,Same Place,confectionery,Food additive,甜蜜素,Pre-packaged,Nationally Mandated,manufacturer,wholesale market,0
6613,江苏省,连云港市,江苏省,南通市,Off-site,nut and nut product,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
1162,贵州省,遵义市,贵州省,遵义市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
6037,河南省,漯河市,河南省,漯河市,Same Place,condiment,Food additive,氨基酸态氮;苯甲酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
6874,浙江省,嘉兴市,浙江省,嘉兴市,Same Place,nut and nut product,Microbial contamination,大肠菌群,Bulk weighing,Nationally Mandated,manufacturer,wholesale market,2
2111,宁夏回族自治区,中卫市,宁夏回族自治区,中卫市,Same Place,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,eatery,eatery,3
2417,广东省,清远市,广东省,清远市,Same Place,meat and meat product,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
3133,四川省,内江市,四川省,宜宾市,Off-site,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Provincially Mandated,manufacturer,restaurant,0
871,贵州省,贵阳市,贵州省,贵阳市,Same Place,alcohol,Specification,甲醇,Pre-packaged,Nationally Mandated,restaurant,restaurant,0
7694,山东省,潍坊市,山东省,潍坊市,Same Place,fruit and fruit product,Food additive,苯甲酸,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
5370,浙江省,温州市,浙江省,温州市,Same Place,aquatic product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,1
8036,河南省,许昌市,河南省,郑州市,Off-site,fruit and fruit product,Food additive,钠,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
8289,安徽省,池州市,安徽省,池州市,Same Place,vegetable and vegetable product,Food additive,苯甲酸,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
6481,新疆维吾尔自治区,克拉玛依市,新疆维吾尔自治区,克拉玛依市,Same Place,condiment,Specification,总酸,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
8797,广东省,汕头市,广东省,清远市,Off-site,vegetable and vegetable product,Food additive,二氧化硫,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,1
1954,山东省,滨州市,山东省,滨州市,Same Place,meat and meat product,Pesticide and veterinary drug,金霉素;多西环素,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,2
5067,广东省,东莞市,广东省,东莞市,Same Place,pastry,Specification,脂肪;霉菌,Pre-packaged,Provincially Mandated,manufacturer,wet market/wholesale market,3
6066,山东省,德州市,山东省,德州市,Same Place,condiment,Food additive,苯甲酸,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
3475,广东省,东莞市,广东省,东莞市,Same Place,pastry,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
3620,广西壮族自治区,南宁市,广西壮族自治区,南宁市,Same Place,pastry,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,3
109,河北省,保定市,山东省,枣庄市,Off-site,bee product,Specification,果糖和葡萄糖,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
5018,浙江省,衢州市,浙江省,宁波市,Off-site,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
6936,广东省,珠海市,广东省,珠海市,Same Place,nut and nut product,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
286,河南省,开封市,河南省,商丘市,Off-site,cereal and cereal product,Food additive,铝,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
4623,河南省,商丘市,河南省,商丘市,Same Place,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7886,广东省,广州市,广东省,广州市,Same Place,fruit and fruit product,Food additive,环己基氨基磺酸钠,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
3179,河北省,石家庄市,河北省,石家庄市,Same Place,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
957,山东省,菏泽市,河南省,开封市,Off-site,alcohol,Specification,酒精度;原麦汁浓度;双乙酰,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
2234,江苏省,镇江市,江苏省,镇江市,Same Place,meat and meat product,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Provincially Mandated,restaurant,restaurant,3
5384,山东省,潍坊市,浙江省,杭州市,Off-site,aquatic product,Pesticide and veterinary drug,环丙沙星,Bulk weighing,Provincially Mandated,manufacturer,wholesale market,0
5548,四川省,绵阳市,四川省,绵阳市,Same Place,restaurant food,Environmental contaminant,亚硝酸盐,Bulk weighing,Provincially Mandated,manufacturer,manufacturer,0
2914,河南省,周口市,河南省,周口市,Same Place,convenience food,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
4194,广东省,广州市,广东省,广州市,Same Place,pastry,Microbial contamination,酸价;菌落总数,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,1
7321,四川省,成都市,四川省,成都市,Same Place,"edible oil, fat and their product",Environmental contaminant,苯并[a]芘,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
7725,广西壮族自治区,梧州市,广西壮族自治区,贵港市,Off-site,fruit and fruit product,Food additive,二氧化硫,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7638,山东省,青岛市,山东省,济南市,Off-site,"edible oil, fat and their product",Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
5834,山东省,青岛市,山东省,青岛市,Same Place,condiment,Specification,氨基酸态氮,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
3329,河北省,邢台市,河北省,邢台市,Same Place,pastry,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,wet market/wholesale market,0
7167,江苏省,南京市,山东省,枣庄市,Off-site,nut and nut product,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
8660,广东省,潮州市,广东省,东莞市,Off-site,vegetable and vegetable product,Food additive,二氧化硫,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
3229,贵州省,贵阳市,贵州省,贵阳市,Same Place,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和;山梨酸,Pre-packaged,Provincially Mandated,restaurant,restaurant,0
3378,宁夏回族自治区,吴忠市,宁夏回族自治区,吴忠市,Same Place,pastry,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2544,广东省,梅州市,广东省,梅州市,Same Place,convenience food,Environmental contaminant,铅,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
6206,河南省,郑州市,河南省,郑州市,Same Place,condiment,Food additive,谷氨酸钠;呈味核苷酸二钠,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7587,贵州省,贵阳市,贵州省,贵阳市,Same Place,"edible oil, fat and their product",Specification,酸价,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
5527,陕西省,渭南市,陕西省,渭南市,Same Place,restaurant food,Food additive,糖精钠,Bulk weighing,Provincially Mandated,manufacturer,manufacturer,0
1926,安徽省,六安市,安徽省,六安市,Same Place,meat and meat product,Specification,过氧化值,Bulk weighing,Provincially Mandated,restaurant,restaurant,0
8277,山东省,临沂市,山东省,临沂市,Same Place,vegetable and vegetable product,Food additive,苯甲酸,Pre-packaged,Nationally Mandated,manufacturer,restaurant,0
475,广西壮族自治区,河池市,广西壮族自治区,河池市,Same Place,cereal and cereal product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,3
2490,四川省,巴中市,四川省,巴中市,Same Place,meat and meat product,Environmental contaminant,亚硝酸钠,Bulk weighing,Provincially Mandated,manufacturer,manufacturer,0
92,江苏省,徐州市,江苏省,徐州市,Same Place,bee product,Environmental contaminant,铅,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
932,山东省,青岛市,山东省,威海市,Off-site,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,wholesale/retail,0
7815,海南省,海口市,海南省,海口市,Same Place,fruit and fruit product,Food additive,二氧化硫,Pre-packaged,Nationally Mandated,manufacturer,wet market/wholesale market,0
7695,山东省,潍坊市,山东省,潍坊市,Same Place,fruit and fruit product,Food additive,苯甲酸,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
8191,广东省,深圳市,广东省,深圳市,Same Place,fruit and fruit product,Food additive,胭脂红,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
6974,山西省,吕梁市,山西省,吕梁市,Same Place,nut and nut product,Microbial contamination,霉菌,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
8528,广东省,揭阳市,广东省,梅州市,Off-site,vegetable and vegetable product,Food additive,二氧化硫,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
5314,广东省,广州市,广东省,广州市,Same Place,aquatic product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,wet market/wholesale market,1
3130,江西省,南昌市,江西省,上饶市,Off-site,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
8548,广西壮族自治区,玉林市,江苏省,南京市,Off-site,vegetable and vegetable product,Food additive,二氧化硫,Pre-packaged,Provincially Mandated,manufacturer,restaurant,0
7531,四川省,德阳市,四川省,巴中市,Off-site,"edible oil, fat and their product",Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,restaurant,0
2450,湖南省,长沙市,湖南省,株洲市,Off-site,meat and meat product,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
6526,河南省,洛阳市,河南省,洛阳市,Same Place,nut and nut product,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,online store,0
3083,河南省,郑州市,河南省,鹤壁市,Off-site,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1056,贵州省,黔东南苗族侗族自治州,贵州省,黔东南苗族侗族自治州,Same Place,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
2960,山西省,太原市,山西省,太原市,Same Place,pastry,Food additive,安赛蜜,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
3600,云南省,玉溪市,云南省,玉溪市,Same Place,pastry,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,3
3814,江西省,南昌市,江西省,景德镇市,Off-site,pastry,Microbial contamination,霉菌,Bulk weighing,Nationally Mandated,manufacturer,other supermarket/convenience store,1
5536,湖南省,株洲市,湖南省,株洲市,Same Place,restaurant food,Food additive,苯甲酸,Pre-packaged,Provincially Mandated,restaurant,restaurant,0
2180,四川省,成都市,四川省,成都市,Same Place,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1102,黑龙江省,牡丹江市,黑龙江省,牡丹江市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7123,山东省,日照市,河南省,鹤壁市,Off-site,nut and nut product,Specification,过氧化值,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
9130,浙江省,金华市,浙江省,金华市,Same Place,frozen ice and ice cream,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,1
7872,广东省,汕头市,广东省,汕头市,Same Place,fruit and fruit product,Food additive,环己基氨基磺酸钠,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
3121,河南省,平顶山市,河南省,平顶山市,Same Place,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
6363,河南省,信阳市,河南省,信阳市,Same Place,condiment,Food additive,甜蜜素,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
6117,广东省,深圳市,广东省,深圳市,Same Place,condiment,Food additive,呈味核苷酸二钠,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
7987,福建省,漳州市,福建省,漳州市,Same Place,fruit and fruit product,Microbial contamination,霉菌,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
2419,广东省,中山市,广东省,中山市,Same Place,meat and meat product,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
7204,江苏省,扬州市,江苏省,宿迁市,Off-site,nut and nut product,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,1
4743,广东省,阳江市,广东省,阳江市,Same Place,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7212,浙江省,嘉兴市,浙江省,嘉兴市,Same Place,nut and nut product,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7349,贵州省,遵义市,贵州省,遵义市,Same Place,"edible oil, fat and their product",Environmental contaminant,苯并[a]芘,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
5901,四川省,泸州市,四川省,泸州市,Same Place,condiment,Specification,氨基酸态氮,Pre-packaged,Nationally Mandated,manufacturer,online store,0
878,山东省,德州市,山东省,德州市,Same Place,alcohol,Specification,总酯,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
248,河北省,秦皇岛市,河北省,秦皇岛市,Same Place,cereal and cereal product,Food additive,铝,Pre-packaged,Provincially Mandated,manufacturer,restaurant,0
5941,广东省,东莞市,广东省,东莞市,Same Place,condiment,Specification,氨基酸态氮,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
7618,广东省,茂名市,广东省,茂名市,Same Place,"edible oil, fat and their product",Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
6961,辽宁省,铁岭市,辽宁省,铁岭市,Same Place,nut and nut product,Microbial contamination,大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
1517,贵州省,黔东南苗族侗族自治州,贵州省,黔东南苗族侗族自治州,Same Place,alcohol,Specification,酒精度,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
1082,江苏省,南通市,江苏省,南通市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,wet market/wholesale market,0
5540,湖北省,孝感市,广东省,东莞市,Off-site,restaurant food,Food additive,苯甲酸,Bulk weighing,Provincially Mandated,wet market/wholesale market,cafeteria,0
3168,四川省,雅安市,四川省,雅安市,Same Place,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
4478,吉林省,吉林市,吉林省,长春市,Off-site,pastry,Food additive,脱氢乙酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
8455,山东省,菏泽市,山东省,菏泽市,Same Place,vegetable and vegetable product,Food additive,苯甲酸;甜蜜素,Bulk weighing,Provincially Mandated,restaurant,restaurant,0
8581,贵州省,遵义市,贵州省,遵义市,Same Place,vegetable and vegetable product,Food additive,二氧化硫,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,1
6584,浙江省,嘉兴市,浙江省,嘉兴市,Same Place,nut and nut product,Specification,酸价,Bulk weighing,Nationally Mandated,manufacturer,other supermarket/convenience store,0
1225,贵州省,毕节市,贵州省,毕节市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
8491,甘肃省,张掖市,甘肃省,张掖市,Same Place,vegetable and vegetable product,Food additive,大肠菌群;二氧化硫,Pre-packaged,Provincially Mandated,wet market/wholesale market,wet market/wholesale market,0
5375,浙江省,宁波市,浙江省,宁波市,Same Place,aquatic product,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,wet market/wholesale market,1
6844,江西省,南昌市,福建省,南平市,Off-site,nut and nut product,Microbial contamination,霉菌,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
694,四川省,资阳市,四川省,资阳市,Same Place,alcohol,Specification,固形物,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
598,广西壮族自治区,南宁市,广西壮族自治区,南宁市,Same Place,cereal and cereal product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
4502,广东省,佛山市,广东省,佛山市,Same Place,pastry,Food additive,脱氢乙酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7647,河南省,平顶山市,河南省,平顶山市,Same Place,"edible oil, fat and their product",Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
1019,广东省,湛江市,广东省,广州市,Off-site,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
9179,黑龙江省,齐齐哈尔市,黑龙江省,齐齐哈尔市,Same Place,frozen ice and ice cream,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
4948,广西壮族自治区,玉林市,广西壮族自治区,南宁市,Off-site,pastry,Specification,脂肪,Pre-packaged,Provincially Mandated,manufacturer,wholesale/retail,0
6177,江西省,鹰潭市,浙江省,宁波市,Off-site,condiment,Specification,谷氨酸钠,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
6270,内蒙古自治区,包头市,内蒙古自治区,包头市,Same Place,condiment,Food additive,柠檬黄;日落黄,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,1
